reviewText,overall,Sentiment
"I am cautiously optimistic but happy because Amazon sent my replacement promptly. I ordered a 32gb card and it came broken, so i returned with followed with an email asking for immediate shipping...and it arrived just in time for my trip. i am cautiously optimistic because out of four cards I have purchased from Amazon, this is the only one that works so far. but i got refunded for the rest.",5,Notr
"Before doing research, i assumed this card would support my brand new Hero 3 camera... considering it was sold off the Gopro site, it was a no brainer... or so i thought.Anyhow, the card seems to preform well under most circumstances WITHOUT using the Protunes settings. (The problems with the Hero 3 where due to the slow write speed of this card under Protunes settings, without this setting the Hero works fine)However, after a few timelapse issues (2 - 5 sec timelapse, which is well in this card's speeds).I noticed the card is corrupt. I tested this in other cameras and found that this problem still persists. I trust Sandisk as my top choice for all my professional work, however this card has failed!I would not recommend this EXPENSIVE card, id jump for a Samsung, or even the Transcend cards. They even come with a better warranty then this card.Nothing but problems and lost memories that i cant replace....",2,Negatif
This is a very fast and reliable microSD card.  I used this on my Galaxy Note 2 and loaded movies and family pictures.  Transfer time is speedy!,4,Pozitif
"They are scandisk micro SD, they work well and I have never had a problem with this product brand. short a couple words, sorry",5,Pozitif
"I purchased this card to use in my ContourROAM2 and it works great.  All I had to do was put the card in the camera, format it, and I was good to go.  It allows me to easily record hours of 720p/60fps video without running out of space or slowing down.",5,Pozitif
Class 10 speed works great in my camera takes videos. Finally the price of these decent sized cards are coming down. Well pleased.,5,Pozitif
"I bought this a little under a year ago to use with my laptop. Worked just as advertised for much of that time until it stopped letting me write or delete stuff from it (could read just fine). I couldn't even format it. So it kinda just sat there for a while. After trying to format it a number of different ways, I finally contacted sandisk, and they said they will send me a replacement free of charge. I would have maybe given this a lower rating, but the customer service from sandisk made up for the faulty card. I am just glad it fell under a warranty period (I think). Had the card not failed, I would have given five stars. If sandisk wouldn't replace it, would have given one star. Hopefully the latter doesn't happen to you",3,Notr
"its so much faster than normal sd's. I recommend this micro SD. it flies!the card reader was ok, tested it and worked but never really used it because its too big",5,Pozitif
"Hard to review this as the card arrived DOA. Couldn't write to it at all, and it wouldn't format. I returned it and Amazon was great about the credit. I've owned several SanDisk memory cards and they have all performed well and I was a little surprised that this one failed out of the box. I'd read a good review of the Samsung 64GB micro card and I bought that instead. Very pleased with it.",2,Negatif
I love the product!This is only a place you can review the product - not the handing! The handling sucked - the product is great!,5,Pozitif
"Decent price on 16 GB. Works as it should, no problems. Not sure if the speeds actually matter with mobile devices. Maybe for transferring media to PC faster actually helps. Either way, it works great.",5,Pozitif
"This memory is very fast, perfect for phones, very good product I give it 5 stars and recommend it for all types of use ...",5,Pozitif
"Still working...fast. It's almost a mind-fart to think we can put this much (much more now of course) storage in such a tiny little space. Come on, I remember in the 90's when a 3 Gigabyte hard disk was $300!!! That was soooo expensive even considering inflation.This card, is much, much, much faster than my first 3 GB hard drive...sad...but cool...wait....ouch, headache!",5,Pozitif
Bought this for my new Samsung Galaxy S4.  It worked right away with no troubles.  Only time will tell. :),4,Pozitif
Quickly went bad. I used it for maybe 2 weeks. Better keep your receipt. Too bad i didn't.Bad deal. period.,3,Negatif
"I didn't format the card 1st and it cost me my video. Don't do what I did; format the card then use it (Windows PC) I'm not sure if you have to format 1st when using MAC. I used a PNY SDHC 16gb card and it did just as good as the SanDisk and it cost about $15 less, I think that's the better way to go, you're getting the same results just not as long of video time.",3,Pozitif
"A ton of storage, fast transfer speeds, not much more to say. I used this on a Samsung vibrant and Nexus 4",5,Pozitif
I worked on one of the first Drum Drives. THis is still pretty darn amazing. I think if they go smaller we will lose them. grat item. good access speeds,5,Pozitif
This card is extremely fast. In order to leverage its full capability your card reader and device must support UHS-I. However it is also very fast with class 10 devices.,5,Pozitif
I have a long term positive experience using SanDisk cards. The card works great - both transfer and read speeds. I have now purchased five of these cards over the past few months and my experience continues to be great. I recommend this product.,5,Pozitif
